common_name,season,environment_factor,selected_month,month_name,correlation,absolute_correlation,n_years
Common Greenshank,Autumn,prcp,10.0,October,-0.3201106707309108,0.3201106707309108,7
Common Pochard x Ferruginous Duck (hybrid),Autumn,temperature,,,,,0
Common Pochard x Ferruginous Duck (hybrid),Autumn,humidity,,,,,0
Common Pochard x Ferruginous Duck (hybrid),Autumn,prcp,,,,,0
Common Rosefinch,Autumn,temperature,11.0,November,0.4218963880361624,0.4218963880361624,7
Common Rosefinch,Autumn,humidity,10.0,October,0.7206728778474759,0.7206728778474759,9
Common Rosefinch,Autumn,prcp,9.0,September,-0.3811658722241489,0.3811658722241489,9
Crested Lark,Autumn,temperature,10.0,October,-0.40466722053515103,0.40466722053515103,6
Crested Lark,Autumn,humidity,10.0,October,0.3194258696615404,0.3194258696615404,6
Crested Lark,Autumn,prcp,10.0,October,0.5908260982222092,0.5908260982222092,6
Cuculus sp.,Autumn,temperature,9.0,September,-0.5252366688977943,0.5252366688977943,6
Cuculus sp.,Autumn,humidity,9.0,September,-0.5171141014700897,0.5171141014700897,6
Cuculus sp.,Autumn,prcp,9.0,September,-0.4972405319679269,0.4972405319679269,6
Daurian Jackdaw,Autumn,temperature,9.0,September,-0.742039703551455,0.742039703551455,5
Daurian Jackdaw,Autumn,humidity,9.0,September,-0.5977201481924131,0.5977201481924131,5
Daurian Jackdaw,Autumn,prcp,10.0,October,0.2498975286559516,0.2498975286559516,9
Dendrocopos sp.,Autumn,temperature,,,,,0
Dendrocopos sp.,Autumn,humidity,,,,,0
Dendrocopos sp.,Autumn,prcp,,,,,0
Dunlin,Autumn,temperature,9.0,September,0.6462361620330312,0.6462361620330312,8
Dunlin,Autumn,humidity,9.0,September,-0.6141828204160656,0.6141828204160656,8
Dunlin,Autumn,prcp,9.0,September,-0.46847755705858035,0.46847755705858035,8
Dusky Warbler,Autumn,temperature,11.0,November,-0.4268981599990432,0.4268981599990432,5
Dusky Warbler,Autumn,humidity,9.0,September,0.6934530428444307,0.6934530428444307,9
Dusky Warbler,Autumn,prcp,10.0,October,0.565006087124186,0.565006087124186,9
Dusky/Naumann's Thrush,Autumn,temperature,11.0,November,-0.44250255300226,0.44250255300226,9
Dusky/Naumann's Thrush,Autumn,humidity,11.0,November,-0.3602029190162764,0.3602029190162764,9
Dusky/Naumann's Thrush,Autumn,prcp,11.0,November,-0.2049741610603153,0.2049741610603153,9
Eastern Buzzard,Autumn,temperature,11.0,November,-0.4891392486740884,0.4891392486740884,9
Eastern Buzzard,Autumn,humidity,9.0,September,0.5613615654621449,0.5613615654621449,8
Eastern Buzzard,Autumn,prcp,11.0,November,-0.4947766979689047,0.4947766979689047,9
Eastern Marsh Harrier,Autumn,temperature,11.0,November,-0.7659162655683316,0.7659162655683316,7
Eastern Marsh Harrier,Autumn,humidity,11.0,November,-0.8162632808530327,0.8162632808530327,7
Eastern Marsh Harrier,Autumn,prcp,11.0,November,-0.611630040187418,0.611630040187418,7
Emberiza sp.,Autumn,temperature,11.0,November,0.6212437242085727,0.6212437242085727,7
Emberiza sp.,Autumn,humidity,10.0,October,-0.3984739181312504,0.3984739181312504,8
Emberiza sp.,Autumn,prcp,11.0,November,-0.22628302043855067,0.22628302043855067,7
Eurasian Goshawk,Autumn,temperature,10.0,October,-0.21700606048915913,0.21700606048915913,9
Eurasian Goshawk,Autumn,humidity,9.0,September,0.6748626441782662,0.6748626441782662,9
Eurasian Goshawk,Autumn,prcp,11.0,November,-0.4323937968515884,0.4323937968515884,9
Eurasian Hobby,Autumn,temperature,11.0,November,-0.7223551890035319,0.7223551890035319,5
Eurasian Hobby,Autumn,humidity,11.0,November,-0.6672604515407976,0.6672604515407976,5
Eurasian Hobby,Autumn,prcp,9.0,September,0.6851293965777611,0.6851293965777611,9
Eurasian Jay,Autumn,temperature,9.0,September,-0.17764047832255384,0.17764047832255384,6
Eurasian Jay,Autumn,humidity,10.0,October,-0.4908961836710878,0.4908961836710878,8
Eurasian Jay,Autumn,prcp,10.0,October,-0.4194497230255832,0.4194497230255832,8
Eurasian Siskin,Autumn,temperature,11.0,November,0.3143268694770593,0.3143268694770593,9
Eurasian Siskin,Autumn,humidity,11.0,November,0.2961588484246658,0.2961588484246658,9
Eurasian Siskin,Autumn,prcp,11.0,November,0.22586011462488859,0.22586011462488859,9
Eurasian Skylark,Autumn,temperature,9.0,September,-0.4669383906084168,0.4669383906084168,9
Eurasian Skylark,Autumn,humidity,9.0,September,-0.7930499715740166,0.7930499715740166,9
Eurasian Skylark,Autumn,prcp,9.0,September,-0.6456733528052867,0.6456733528052867,9
European Starling,Autumn,temperature,10.0,October,0.8595375839725659,0.8595375839725659,7
European Starling,Autumn,humidity,11.0,November,-0.3442570187106729,0.3442570187106729,7
European Starling,Autumn,prcp,10.0,October,-0.48337920617952074,0.48337920617952074,7
Eyebrowed Thrush,Autumn,temperature,10.0,October,-0.2898145318050641,0.2898145318050641,6
Eyebrowed Thrush,Autumn,humidity,10.0,October,-0.4568741603936075,0.4568741603936075,6
Eyebrowed Thrush,Autumn,prcp,9.0,September,-0.4107308159333243,0.4107308159333243,9
Gray-backed Thrush,Autumn,temperature,10.0,October,-0.12238369564348142,0.12238369564348142,7
Gray-backed Thrush,Autumn,humidity,10.0,October,-0.08020190877773899,0.08020190877773899,7
Gray-backed Thrush,Autumn,prcp,10.0,October,0.2290640544949266,0.2290640544949266,7
Gray-headed Canary-Flycatcher,Autumn,temperature,,,,,0
Gray-headed Canary-Flycatcher,Autumn,humidity,,,,,0
Gray-headed Canary-Flycatcher,Autumn,prcp,,,,,0
Graylag x Swan Goose (hybrid),Autumn,temperature,,,,,0
Graylag x Swan Goose (hybrid),Autumn,humidity,,,,,0
Graylag x Swan Goose (hybrid),Autumn,prcp,,,,,0
Great/Medium Egret,Autumn,temperature,,,,,0
Great/Medium Egret,Autumn,humidity,,,,,0
Great/Medium Egret,Autumn,prcp,,,,,0
Greater Scaup,Autumn,temperature,11.0,November,-0.13268128573865004,0.13268128573865004,6
Greater Scaup,Autumn,humidity,11.0,November,0.029400093490013813,0.029400093490013813,6
Greater Scaup,Autumn,prcp,11.0,November,-0.17339431713447132,0.17339431713447132,6
Hen Harrier,Autumn,temperature,9.0,September,-0.5040316216165508,0.5040316216165508,9
Hen Harrier,Autumn,humidity,11.0,November,-0.17498681543103428,0.17498681543103428,9
Hen Harrier,Autumn,prcp,10.0,October,-0.421197673309829,0.421197673309829,9
Horned Grebe,Autumn,temperature,11.0,November,-0.051196175536400816,0.051196175536400816,7
Horned Grebe,Autumn,humidity,11.0,November,0.5912253809329806,0.5912253809329806,7
Horned Grebe,Autumn,prcp,11.0,November,0.4397698833845172,0.4397698833845172,7
Imperial Eagle,Autumn,temperature,,,,,0
Imperial Eagle,Autumn,humidity,,,,,0
Imperial Eagle,Autumn,prcp,,,,,0
Indian Peafowl,Autumn,temperature,,,,,0
Indian Peafowl,Autumn,humidity,,,,,0
Indian Peafowl,Autumn,prcp,,,,,0
Japanese Leaf/Arctic/Kamchatka Leaf Warbler,Autumn,temperature,,,,,0
Japanese Leaf/Arctic/Kamchatka Leaf Warbler,Autumn,humidity,,,,,0
Japanese Leaf/Arctic/Kamchatka Leaf Warbler,Autumn,prcp,,,,,0
Japanese Quail,Autumn,temperature,11.0,November,-0.6115105001155123,0.6115105001155123,9
Japanese Quail,Autumn,humidity,9.0,September,-0.651479990352479,0.651479990352479,8
Japanese Quail,Autumn,prcp,11.0,November,-0.3230910223095737,0.3230910223095737,9
Japanese Sparrowhawk,Autumn,temperature,10.0,October,-0.07951234673232016,0.07951234673232016,9
Japanese Sparrowhawk,Autumn,humidity,9.0,September,0.7136070756357071,0.7136070756357071,9
Japanese Sparrowhawk,Autumn,prcp,9.0,September,0.2712177483060819,0.2712177483060819,9
Lanceolated Warbler,Autumn,temperature,10.0,October,-0.05177611775614953,0.05177611775614953,9
Lanceolated Warbler,Autumn,humidity,10.0,October,0.6257924834340838,0.6257924834340838,9
Lanceolated Warbler,Autumn,prcp,9.0,September,0.7217414665296912,0.7217414665296912,9
Lapland Longspur,Autumn,temperature,11.0,November,-0.3105497828110738,0.3105497828110738,8
Lapland Longspur,Autumn,humidity,10.0,October,-0.5031641769482269,0.5031641769482269,8
Lapland Longspur,Autumn,prcp,10.0,October,-0.47127612494598037,0.47127612494598037,8
Lesser Whitethroat,Autumn,temperature,,,,,0
Lesser Whitethroat,Autumn,humidity,,,,,0
Lesser Whitethroat,Autumn,prcp,,,,,0
Little Bunting,Autumn,temperature,10.0,October,0.1761421964154394,0.1761421964154394,9
Little Bunting,Autumn,humidity,9.0,September,-0.6593439341223506,0.6593439341223506,9
Little Bunting,Autumn,prcp,9.0,September,-0.6493254512920413,0.6493254512920413,9
Long-eared Owl,Autumn,temperature,11.0,November,-0.4862104464972502,0.4862104464972502,9
Long-eared Owl,Autumn,humidity,10.0,October,0.8133813346687762,0.8133813346687762,5
Long-eared Owl,Autumn,prcp,11.0,November,-0.6902067053422775,0.6902067053422775,9
Long-tailed Shrike,Autumn,temperature,9.0,September,0.4166549522013454,0.4166549522013454,9
Long-tailed Shrike,Autumn,humidity,10.0,October,0.2192107549317835,0.2192107549317835,9
Long-tailed Shrike,Autumn,prcp,10.0,October,0.38432646170157214,0.38432646170157214,9
Manchurian Reed Warbler,Autumn,temperature,9.0,September,0.39191917885555255,0.39191917885555255,6
Manchurian Reed Warbler,Autumn,humidity,9.0,September,0.562732700970507,0.562732700970507,6
Manchurian Reed Warbler,Autumn,prcp,9.0,September,0.8845261610523443,0.8845261610523443,6
Medium Egret,Autumn,temperature,11.0,November,-0.839693461566104,0.839693461566104,6
Medium Egret,Autumn,humidity,11.0,November,-0.7104615091333583,0.7104615091333583,6
Medium Egret,Autumn,prcp,9.0,September,0.6982404112904854,0.6982404112904854,9
Merlin,Autumn,temperature,11.0,November,-0.384439833062196,0.384439833062196,8
Merlin,Autumn,humidity,11.0,November,-0.25157899130191264,0.25157899130191264,8
Merlin,Autumn,prcp,11.0,November,-0.5328411945895023,0.5328411945895023,8
Mugimaki Flycatcher,Autumn,temperature,,,,,0
Mugimaki Flycatcher,Autumn,humidity,,,,,0
Mugimaki Flycatcher,Autumn,prcp,,,,,0
Northern Hawk-Cuckoo,Autumn,temperature,,,,,0
Northern Hawk-Cuckoo,Autumn,humidity,,,,,0
Northern Hawk-Cuckoo,Autumn,prcp,,,,,0
Northern Shrike,Autumn,temperature,11.0,November,0.4655707440763533,0.4655707440763533,8
Northern Shrike,Autumn,humidity,11.0,November,0.4615428345306865,0.4615428345306865,8
Northern Shrike,Autumn,prcp,11.0,November,0.5659490080145991,0.5659490080145991,8
Olive-backed Pipit,Autumn,temperature,10.0,October,0.406394051133902,0.406394051133902,9
Olive-backed Pipit,Autumn,humidity,9.0,September,-0.3716048161617837,0.3716048161617837,9
Olive-backed Pipit,Autumn,prcp,9.0,September,-0.6008314117357196,0.6008314117357196,9
Oriental Honey-buzzard,Autumn,temperature,10.0,October,-0.5809638035674767,0.5809638035674767,8
Oriental Honey-buzzard,Autumn,humidity,9.0,September,0.5048378260006122,0.5048378260006122,9
Oriental Honey-buzzard,Autumn,prcp,10.0,October,0.4478167451842938,0.4478167451842938,8
Pallas's Leaf Warbler,Autumn,temperature,11.0,November,-0.4310785999361344,0.4310785999361344,9
Pallas's Leaf Warbler,Autumn,humidity,9.0,September,0.7377017535698975,0.7377017535698975,9
Pallas's Leaf Warbler,Autumn,prcp,9.0,September,0.34085586355400566,0.34085586355400566,9
Pallas's Sandgrouse,Autumn,temperature,,,,,0
Pallas's Sandgrouse,Autumn,humidity,,,,,0
Pallas's Sandgrouse,Autumn,prcp,,,,,0
Pechora Pipit,Autumn,temperature,,,,,0
Pechora Pipit,Autumn,humidity,,,,,0
Pechora Pipit,Autumn,prcp,,,,,0
Phylloscopus sp.,Autumn,temperature,9.0,September,0.5341116880938224,0.5341116880938224,7
Phylloscopus sp.,Autumn,humidity,9.0,September,-0.7797404212420563,0.7797404212420563,7
Phylloscopus sp.,Autumn,prcp,10.0,October,0.2871938274662716,0.2871938274662716,8
Pied Harrier,Autumn,temperature,9.0,September,0.47752150304047736,0.47752150304047736,9
Pied Harrier,Autumn,humidity,10.0,October,-0.7549787799831408,0.7549787799831408,8
Pied Harrier,Autumn,prcp,10.0,October,-0.6028329935010325,0.6028329935010325,8
Pine Bunting,Autumn,temperature,10.0,October,0.18411167868033834,0.18411167868033834,8
Pine Bunting,Autumn,humidity,10.0,October,-0.3553204138196051,0.3553204138196051,8
Pine Bunting,Autumn,prcp,10.0,October,-0.5233457362698951,0.5233457362698951,8
Radde's Warbler,Autumn,temperature,10.0,October,-0.39993298853375214,0.39993298853375214,9
Radde's Warbler,Autumn,humidity,9.0,September,0.6856751069400556,0.6856751069400556,9
Radde's Warbler,Autumn,prcp,10.0,October,0.8211115650565181,0.8211115650565181,9
Red Crossbill,Autumn,temperature,11.0,November,-0.715854810939594,0.715854810939594,6
Red Crossbill,Autumn,humidity,11.0,November,-0.566855116580742,0.566855116580742,6
Red Crossbill,Autumn,prcp,11.0,November,-0.5361830502609409,0.5361830502609409,6
Red-breasted Merganser,Autumn,temperature,11.0,November,0.060460787470929346,0.060460787470929346,7
Red-breasted Merganser,Autumn,humidity,11.0,November,-0.29447717615843677,0.29447717615843677,7
Red-breasted Merganser,Autumn,prcp,11.0,November,-0.3562083964266789,0.3562083964266789,7
Red-flanked/Qilian Bluetail,Autumn,temperature,9.0,September,0.6937994754786238,0.6937994754786238,9
Red-flanked/Qilian Bluetail,Autumn,humidity,10.0,October,-0.5076687109528943,0.5076687109528943,9
Red-flanked/Qilian Bluetail,Autumn,prcp,10.0,October,-0.4114940723484309,0.4114940723484309,9
Red-necked Grebe,Autumn,temperature,,,,,0
Red-necked Grebe,Autumn,humidity,,,,,0
Red-necked Grebe,Autumn,prcp,,,,,0
Red-necked Stint,Autumn,temperature,9.0,September,0.7260423122814937,0.7260423122814937,7
Red-necked Stint,Autumn,humidity,9.0,September,-0.7312705252607438,0.7312705252607438,7
Red-necked Stint,Autumn,prcp,9.0,September,-0.3761381328974848,0.3761381328974848,7
Red-throated Pipit,Autumn,temperature,9.0,September,-0.27771368249477696,0.27771368249477696,9
Red-throated Pipit,Autumn,humidity,9.0,September,-0.5645181885542382,0.5645181885542382,9
Red-throated Pipit,Autumn,prcp,9.0,September,-0.5857933917398873,0.5857933917398873,9
Redpoll,Autumn,temperature,11.0,November,-0.6850483768357811,0.6850483768357811,5
Redpoll,Autumn,humidity,11.0,November,-0.7373282248522729,0.7373282248522729,5
Redpoll,Autumn,prcp,10.0,October,-0.15712348584505614,0.15712348584505614,6
Reed Bunting,Autumn,temperature,9.0,September,-0.5871125969284794,0.5871125969284794,6
Reed Bunting,Autumn,humidity,9.0,September,-0.3900038627558797,0.3900038627558797,6
Reed Bunting,Autumn,prcp,11.0,November,-0.3599818882462565,0.3599818882462565,8
Richard's Pipit,Autumn,temperature,10.0,October,0.6188556941357856,0.6188556941357856,9
Richard's Pipit,Autumn,humidity,9.0,September,-0.7062951549626131,0.7062951549626131,9
Richard's Pipit,Autumn,prcp,9.0,September,-0.3966243397754472,0.3966243397754472,9
Rook,Autumn,temperature,11.0,November,-0.6432358619799212,0.6432358619799212,9
Rook,Autumn,humidity,11.0,November,-0.6780025663184956,0.6780025663184956,9
Rook,Autumn,prcp,11.0,November,-0.6277978554557948,0.6277978554557948,9
Ruddy Turnstone,Autumn,temperature,,,,,0
Ruddy Turnstone,Autumn,humidity,,,,,0
Ruddy Turnstone,Autumn,prcp,,,,,0
Rufous-bellied Woodpecker,Autumn,temperature,10.0,October,0.7776498102615672,0.7776498102615672,5
Rufous-bellied Woodpecker,Autumn,humidity,9.0,September,0.5280946660950572,0.5280946660950572,9
Rufous-bellied Woodpecker,Autumn,prcp,9.0,September,0.1666352107842973,0.1666352107842973,9
Rufous-faced Warbler,Autumn,temperature,,,,,0
Rufous-faced Warbler,Autumn,humidity,,,,,0
Rufous-faced Warbler,Autumn,prcp,,,,,0
Rufous-tailed Robin,Autumn,temperature,10.0,October,0.03833336229377638,0.03833336229377638,6
Rufous-tailed Robin,Autumn,humidity,10.0,October,0.13183496285604168,0.13183496285604168,6
Rufous-tailed Robin,Autumn,prcp,10.0,October,0.2661873391025231,0.2661873391025231,6
Sanderling,Autumn,temperature,,,,,0
Sanderling,Autumn,humidity,,,,,0
Sanderling,Autumn,prcp,,,,,0
Scolopacidae sp.,Autumn,temperature,,,,,0
Scolopacidae sp.,Autumn,humidity,,,,,0
Scolopacidae sp.,Autumn,prcp,,,,,0
Short-eared Owl,Autumn,temperature,11.0,November,-0.35370789028261296,0.35370789028261296,8
Short-eared Owl,Autumn,humidity,10.0,October,-0.6914477956632522,0.6914477956632522,9
Short-eared Owl,Autumn,prcp,10.0,October,-0.4933425015261092,0.4933425015261092,9
Siberian Rubythroat,Autumn,temperature,9.0,September,-0.01988865188689827,0.01988865188689827,9
Siberian Rubythroat,Autumn,humidity,9.0,September,0.7698660304818952,0.7698660304818952,9
Siberian Rubythroat,Autumn,prcp,9.0,September,0.5580639311143487,0.5580639311143487,9
Southern Nutcracker,Autumn,temperature,9.0,September,-0.464276994946353,0.464276994946353,7
Southern Nutcracker,Autumn,humidity,9.0,September,-0.6859483460059422,0.6859483460059422,7
Southern Nutcracker,Autumn,prcp,10.0,October,-0.32262977898064493,0.32262977898064493,8
Spotted Redshank,Autumn,temperature,11.0,November,-0.7761572741300291,0.7761572741300291,7
Spotted Redshank,Autumn,humidity,11.0,November,-0.6756036877736882,0.6756036877736882,7
Spotted Redshank,Autumn,prcp,10.0,October,-0.4795215744678349,0.4795215744678349,9
Stejneger's Scoter,Autumn,temperature,,,,,0
Stejneger's Scoter,Autumn,humidity,,,,,0
Stejneger's Scoter,Autumn,prcp,,,,,0
Steppe Eagle,Autumn,temperature,11.0,November,-0.37012460610105735,0.37012460610105735,7
Steppe Eagle,Autumn,humidity,10.0,October,-0.6162152420315902,0.6162152420315902,5
Steppe Eagle,Autumn,prcp,11.0,November,0.35504306137486424,0.35504306137486424,7
Swinhoe's White-eye,Autumn,temperature,9.0,September,-0.5561979547998949,0.5561979547998949,8
Swinhoe's White-eye,Autumn,humidity,9.0,September,0.5512533640578012,0.5512533640578012,8
Swinhoe's White-eye,Autumn,prcp,10.0,October,0.4153903821852428,0.4153903821852428,9
Taiga Flycatcher,Autumn,temperature,10.0,October,-0.2844243449252373,0.2844243449252373,9
Taiga Flycatcher,Autumn,humidity,9.0,September,0.8845481317598756,0.8845481317598756,9
Taiga Flycatcher,Autumn,prcp,9.0,September,0.8237489946028265,0.8237489946028265,9
Thick-billed Warbler,Autumn,temperature,10.0,October,0.291981691818222,0.291981691818222,5
Thick-billed Warbler,Autumn,humidity,9.0,September,0.770092954207551,0.770092954207551,9
Thick-billed Warbler,Autumn,prcp,9.0,September,0.7397151197594685,0.7397151197594685,9
Turdus sp.,Autumn,temperature,,,,,0
Turdus sp.,Autumn,humidity,,,,,0
Turdus sp.,Autumn,prcp,,,,,0
Two-barred Warbler,Autumn,temperature,9.0,September,0.19204685702875135,0.19204685702875135,9
Two-barred Warbler,Autumn,humidity,9.0,September,0.6916931529995994,0.6916931529995994,9
Two-barred Warbler,Autumn,prcp,9.0,September,0.2592749444769375,0.2592749444769375,9
Water/Siberian/American Pipit,Autumn,temperature,,,,,0
Water/Siberian/American Pipit,Autumn,humidity,,,,,0
Water/Siberian/American Pipit,Autumn,prcp,,,,,0
White's Thrush,Autumn,temperature,9.0,September,0.3526378587882401,0.3526378587882401,9
White's Thrush,Autumn,humidity,9.0,September,0.27455086418801594,0.27455086418801594,9
White's Thrush,Autumn,prcp,9.0,September,0.6082011180268256,0.6082011180268256,9
Yellow-browed Bunting,Autumn,temperature,11.0,November,-0.8484280486735988,0.8484280486735988,7
Yellow-browed Bunting,Autumn,humidity,11.0,November,-0.6673841803307148,0.6673841803307148,7
Yellow-browed Bunting,Autumn,prcp,10.0,October,-0.17212751315680813,0.17212751315680813,8
Yellow-browed Warbler,Autumn,temperature,10.0,October,-0.43351841056345775,0.43351841056345775,9
Yellow-browed Warbler,Autumn,humidity,10.0,October,0.7594016681825272,0.7594016681825272,9
Yellow-browed Warbler,Autumn,prcp,10.0,October,0.9618904467869134,0.9618904467869134,9
Zosterops sp.,Autumn,temperature,10.0,October,-0.12926780682758554,0.12926780682758554,5
Zosterops sp.,Autumn,humidity,10.0,October,0.7033017041242277,0.7033017041242277,5
Zosterops sp.,Autumn,prcp,10.0,October,0.3433663575626128,0.3433663575626128,5
crow/raven sp.,Autumn,temperature,,,,,0
crow/raven sp.,Autumn,humidity,,,,,0
crow/raven sp.,Autumn,prcp,,,,,0
cuckoo sp. (Cuculidae sp.),Autumn,temperature,9.0,September,-0.49516854485478706,0.49516854485478706,5
cuckoo sp. (Cuculidae sp.),Autumn,humidity,9.0,September,-0.23993109732276632,0.23993109732276632,5
cuckoo sp. (Cuculidae sp.),Autumn,prcp,9.0,September,0.32704260367605253,0.32704260367605253,5
dabbling duck sp.,Autumn,temperature,,,,,0
dabbling duck sp.,Autumn,humidity,,,,,0
dabbling duck sp.,Autumn,prcp,,,,,0
duck sp.,Autumn,temperature,,,,,0
duck sp.,Autumn,humidity,,,,,0
duck sp.,Autumn,prcp,,,,,0
falcon sp.,Autumn,temperature,,,,,0
falcon sp.,Autumn,humidity,,,,,0
falcon sp.,Autumn,prcp,,,,,0
finch sp.,Autumn,temperature,,,,,0
finch sp.,Autumn,humidity,,,,,0
finch sp.,Autumn,prcp,,,,,0
goose sp.,Autumn,temperature,,,,,0
goose sp.,Autumn,humidity,,,,,0
goose sp.,Autumn,prcp,,,,,0
harrier sp.,Autumn,temperature,10.0,October,-0.2038051994048437,0.2038051994048437,7
harrier sp.,Autumn,humidity,10.0,October,-0.23915267273274937,0.23915267273274937,7
harrier sp.,Autumn,prcp,9.0,September,-0.9003823842768593,0.9003823842768593,5
myna/starling sp.,Autumn,temperature,,,,,0
myna/starling sp.,Autumn,humidity,,,,,0
myna/starling sp.,Autumn,prcp,,,,,0
passerine sp.,Autumn,temperature,9.0,September,0.13834630312214644,0.13834630312214644,6
passerine sp.,Autumn,humidity,9.0,September,-0.2142396986730364,0.2142396986730364,6
passerine sp.,Autumn,prcp,9.0,September,-0.18514518949683392,0.18514518949683392,6
rail/crake sp.,Autumn,temperature,,,,,0
rail/crake sp.,Autumn,humidity,,,,,0
rail/crake sp.,Autumn,prcp,,,,,0
rosefinch sp.,Autumn,temperature,,,,,0
rosefinch sp.,Autumn,humidity,,,,,0
rosefinch sp.,Autumn,prcp,,,,,0
small falcon sp.,Autumn,temperature,,,,,0
small falcon sp.,Autumn,humidity,,,,,0
small falcon sp.,Autumn,prcp,,,,,0
snipe sp.,Autumn,temperature,9.0,September,0.1692087344736822,0.1692087344736822,9
snipe sp.,Autumn,humidity,9.0,September,-0.36925870150573936,0.36925870150573936,9
snipe sp.,Autumn,prcp,10.0,October,0.3246716632351419,0.3246716632351419,8
thrush sp.,Autumn,temperature,,,,,0
thrush sp.,Autumn,humidity,,,,,0
thrush sp.,Autumn,prcp,,,,,0
wagtail sp.,Autumn,temperature,,,,,0
wagtail sp.,Autumn,humidity,,,,,0
wagtail sp.,Autumn,prcp,,,,,0
white egret sp.,Autumn,temperature,,,,,0
white egret sp.,Autumn,humidity,,,,,0
white egret sp.,Autumn,prcp,,,,,0
white-eye sp.,Autumn,temperature,10.0,October,0.209944609336662,0.209944609336662,7
white-eye sp.,Autumn,humidity,10.0,October,-0.33433299408596046,0.33433299408596046,7
white-eye sp.,Autumn,prcp,10.0,October,-0.3820364653035058,0.3820364653035058,7
Alpine Accentor,Winter,temperature,1.0,January,-0.5088077072587317,0.5088077072587317,9
Alpine Accentor,Winter,humidity,1.0,January,-0.2692662411533285,0.2692662411533285,9
Alpine Accentor,Winter,prcp,1.0,January,0.3696339066630809,0.3696339066630809,9
Asian Rosy-Finch,Winter,temperature,,,,,0
Asian Rosy-Finch,Winter,humidity,,,,,0
Asian Rosy-Finch,Winter,prcp,,,,,0
Baikal Teal,Winter,temperature,2.0,February,-0.2810315657629579,0.2810315657629579,7
Baikal Teal,Winter,humidity,1.0,January,-0.7338145055747841,0.7338145055747841,9
Baikal Teal,Winter,prcp,1.0,January,-0.6853756468864514,0.6853756468864514,9
Bearded Vulture,Winter,temperature,,,,,0
Bearded Vulture,Winter,humidity,,,,,0
Bearded Vulture,Winter,prcp,,,,,0
Black Swan,Winter,temperature,12.0,December,0.4295717512119306,0.4295717512119306,8
Black Swan,Winter,humidity,2.0,February,-0.3723850925249366,0.3723850925249366,7
Black Swan,Winter,prcp,1.0,January,-0.42732826478180364,0.42732826478180364,7
Black-throated Thrush,Winter,temperature,12.0,December,-0.26304617987444284,0.26304617987444284,9
Black-throated Thrush,Winter,humidity,2.0,February,0.42018909727615994,0.42018909727615994,8
Black-throated Thrush,Winter,prcp,12.0,December,0.38896060482316525,0.38896060482316525,9
Black-throated x Red-throated Thrush (hybrid),Winter,temperature,12.0,December,-0.9177691528411182,0.9177691528411182,5
Black-throated x Red-throated Thrush (hybrid),Winter,humidity,12.0,December,-0.08432287264046859,0.08432287264046859,5
Black-throated x Red-throated Thrush (hybrid),Winter,prcp,12.0,December,0.3324931404268478,0.3324931404268478,5
Black-throated/Red-throated Thrush,Winter,temperature,,,,,0
Black-throated/Red-throated Thrush,Winter,humidity,,,,,0
Black-throated/Red-throated Thrush,Winter,prcp,,,,,0
Bohemian Waxwing,Winter,temperature,2.0,February,0.46533387417622285,0.46533387417622285,9
Bohemian Waxwing,Winter,humidity,2.0,February,0.267254564748176,0.267254564748176,9
Bohemian Waxwing,Winter,prcp,12.0,December,0.5935402385759935,0.5935402385759935,7
Bohemian/Japanese Waxwing,Winter,temperature,,,,,0
Bohemian/Japanese Waxwing,Winter,humidity,,,,,0
Bohemian/Japanese Waxwing,Winter,prcp,,,,,0
Brambling,Winter,temperature,2.0,February,0.43443837733861146,0.43443837733861146,9
Brambling,Winter,humidity,12.0,December,0.5509119332151489,0.5509119332151489,9
Brambling,Winter,prcp,12.0,December,0.7875611010639731,0.7875611010639731,9
Brown Dipper,Winter,temperature,2.0,February,-0.4830488398808844,0.4830488398808844,6
Brown Dipper,Winter,humidity,1.0,January,-0.6888967458468683,0.6888967458468683,6
Brown Dipper,Winter,prcp,1.0,January,-0.6363571655603729,0.6363571655603729,6
Brown-cheeked Rail,Winter,temperature,2.0,February,-0.3124879843217573,0.3124879843217573,5
Brown-cheeked Rail,Winter,humidity,1.0,January,0.3389064497622508,0.3389064497622508,7
Brown-cheeked Rail,Winter,prcp,1.0,January,0.6471795300678416,0.6471795300678416,7
Brown-eared Bulbul,Winter,temperature,,,,,0
Brown-eared Bulbul,Winter,humidity,,,,,0
Brown-eared Bulbul,Winter,prcp,,,,,0
Buteo sp.,Winter,temperature,,,,,0
Buteo sp.,Winter,humidity,,,,,0
Buteo sp.,Winter,prcp,,,,,0
Carrion/Large-billed Crow,Winter,temperature,,,,,0
Carrion/Large-billed Crow,Winter,humidity,,,,,0
Carrion/Large-billed Crow,Winter,prcp,,,,,0
Chinese Beautiful Rosefinch,Winter,temperature,12.0,December,0.41838612471543957,0.41838612471543957,9
Chinese Beautiful Rosefinch,Winter,humidity,12.0,December,0.16909543148790945,0.16909543148790945,9
Chinese Beautiful Rosefinch,Winter,prcp,1.0,January,0.34010925762037963,0.34010925762037963,9
Chukar,Winter,temperature,2.0,February,0.7557739928958602,0.7557739928958602,6
Chukar,Winter,humidity,1.0,January,0.1287014151059557,0.1287014151059557,7
Chukar,Winter,prcp,1.0,January,-0.3556851706702343,0.3556851706702343,7
